full_name,url,clone_url,commit_sha,status,klass,stars,license,language,detected_tools,component_count,total_tokens,always_loaded,findings_total,findings_file,findings_file_fs,findings_pairwise,findings_setup,scan_seconds
chintan-diwakar/prompt-contribution-graph,https://github.com/chintan-diwakar/prompt-contribution-graph,https://github.com/chintan-diwakar/prompt-contribution-graph.git,e19a2b86a2ce8f4d00e19ab0472ac61f8b1e7797,ok,INSTRUCTION_ONLY,10,MIT,JavaScript,,0,0,0,0,0,0,0,0,11.14
christiangalsterer/opencode-requesty-plugin,https://github.com/christiangalsterer/opencode-requesty-plugin,https://github.com/christiangalsterer/opencode-requesty-plugin.git,7cec5d071630a8bf015b4a0c81626a6ebcd4749a,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,Claude Code|OpenCode,2,1906,1906,0,0,0,0,0,11.49
Clawdi-AI/clawdi,https://github.com/Clawdi-AI/clawdi,https://github.com/Clawdi-AI/clawdi.git,9e3ef5d350ba4bc514f7347257ec51ac67f9f0fb,ok,INSTRUCTION_ONLY,98,MIT,TypeScript,Claude Code|OpenCode,3,1611,1611,1,1,0,0,0,9.76
CodandoTV/awesome-ai-coding-assistants-playbook,https://github.com/CodandoTV/awesome-ai-coding-assistants-playbook,https://github.com/CodandoTV/awesome-ai-coding-assistants-playbook.git,56e8c69a31b76ec824f08ae8f5df5e77d6ae0b84,ok,INSTRUCTION_ONLY,7,,,Claude Code,1,851,851,0,0,0,0,0,13.16
CoderDeltaLAN/agent-rules-kit,https://github.com/CoderDeltaLAN/agent-rules-kit,https://github.com/CoderDeltaLAN/agent-rules-kit.git,f10faab6364a3064663cfa946476e9cdf4634ff7,ok,INSTRUCTION_ONLY,2,MIT,Python,OpenCode,3,1446,1446,0,0,0,0,0,1.95
comeonzhj/Auto-Redbook-Skills,https://github.com/comeonzhj/Auto-Redbook-Skills,https://github.com/comeonzhj/Auto-Redbook-Skills.git,da1c73a6624d1df1330e161663c3614753d4220b,ok,INSTRUCTION_ONLY,2160,,Python,,1,579,0,2,2,0,0,0,12.13
composio-community/secure-openclaw,https://github.com/composio-community/secure-openclaw,https://github.com/composio-community/secure-openclaw.git,70806a72a064c0dc868cfc351a92d91bf375ff03,ok,INSTRUCTION_ONLY,1188,MIT,JavaScript,,0,0,0,0,0,0,0,0,10.52
cooler333/cool-claude-code,https://github.com/cooler333/cool-claude-code,https://github.com/cooler333/cool-claude-code.git,887e02b68b1ddadc52352071ed6bfca8c34cb60c,ok,INSTRUCTION_ONLY,8,CC0-1.0,Python,Claude Code,1,3548,0,2,1,1,0,0,11.29
cortexkit/aft,https://github.com/cortexkit/aft,https://github.com/cortexkit/aft.git,1d2da6752a4334d6f35b5acfb0682e75abebde74,ok,INSTRUCTION_ONLY,252,MIT,Rust,,0,0,0,1,1,0,0,0,20.25
costory-io/costory-finops-mcp-skills,https://github.com/costory-io/costory-finops-mcp-skills,https://github.com/costory-io/costory-finops-mcp-skills.git,a69bcecd112e617e88f3e6a04e2efd1081c905f1,ok,INSTRUCTION_ONLY,1,Apache-2.0,,OpenCode,2,1574,1531,1,1,0,0,0,12.04
craigtrim/cli-intercept,https://github.com/craigtrim/cli-intercept,https://github.com/craigtrim/cli-intercept.git,52bd4d97b37a7fcbe08d4706bd5aa1da2606391c,ok,INSTRUCTION_ONLY,0,,Python,Claude Code,1,874,874,0,0,0,0,0,11.1
CreminiAI/skillpack,https://github.com/CreminiAI/skillpack,https://github.com/CreminiAI/skillpack.git,e991e22a5176e210e0b95cabc753a0e5524d5a47,ok,INSTRUCTION_ONLY,1196,MIT,TypeScript,,1,1048,0,2,1,1,0,0,2.14
cs32dasdasd/ionik-capacitor-flux-patterns,https://github.com/cs32dasdasd/ionik-capacitor-flux-patterns,https://github.com/cs32dasdasd/ionik-capacitor-flux-patterns.git,e7526b8762292556cae41b3920ad3a835526e2aa,ok,INSTRUCTION_ONLY,0,,HTML,,0,0,0,1,1,0,0,0,11.53
cursor/plugins,https://github.com/cursor/plugins,https://github.com/cursor/plugins.git,c7f203457c16815379130697c41e74fd202e9978,ok,INSTRUCTION_ONLY,3099,,TypeScript,,0,0,0,0,0,0,0,0,13.93
Cynrath/agent-context-kit,https://github.com/Cynrath/agent-context-kit,https://github.com/Cynrath/agent-context-kit.git,d76fb371c3624b78ca8454580b31ad840b67ecda,ok,INSTRUCTION_ONLY,8,MIT,C#,Claude Code|Cursor|Copilot|OpenCode|Codex CLI,6,4593,3660,1,1,0,0,0,13.84
Daaaaave/agentic-workspace-core,https://github.com/Daaaaave/agentic-workspace-core,https://github.com/Daaaaave/agentic-workspace-core.git,a9f1b8dacc54493e85be45b761913add45306a97,ok,INSTRUCTION_ONLY,6,MIT,JavaScript,,1,62,62,0,0,0,0,0,10.35
Daniele-Cangi/Derivative,https://github.com/Daniele-Cangi/Derivative,https://github.com/Daniele-Cangi/Derivative.git,41074487c24c823133d79035bd23a3b1361cf995,ok,INSTRUCTION_ONLY,5,MIT,Python,,0,0,0,0,0,0,0,0,10.81
datadrivenconstruction/DDC_Skills_for_AI_Agents_in_Construction,https://github.com/datadrivenconstruction/DDC_Skills_for_AI_Agents_in_Construction,https://github.com/datadrivenconstruction/DDC_Skills_for_AI_Agents_in_Construction.git,34e0d78332ce6a510706703dcb61793ee85e4aed,ok,INSTRUCTION_ONLY,277,MIT,Python,Claude Code,0,0,0,0,0,0,0,0,41.45
Deepractice/UIX,https://github.com/Deepractice/UIX,https://github.com/Deepractice/UIX.git,d885b6e6ff8b5c360372e4c3886ca3f5416734f3,ok,INSTRUCTION_ONLY,10,MIT,TypeScript,Claude Code,3,5098,316,6,5,0,0,1,13.75
denysosadchyi/figmosha2,https://github.com/denysosadchyi/figmosha2,https://github.com/denysosadchyi/figmosha2.git,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,ok,INSTRUCTION_ONLY,61,MIT,Python,Claude Code,1,2245,2245,0,0,0,0,0,11.51
DevinoSolutions/magent-multi-ai-agents-manager,https://github.com/DevinoSolutions/magent-multi-ai-agents-manager,https://github.com/DevinoSolutions/magent-multi-ai-agents-manager.git,3a3e80700056e40e5808392bab2be01bdf02ba4c,ok,INSTRUCTION_ONLY,2,AGPL-3.0,Python,Claude Code,1,8577,8577,1,1,0,0,0,13.52
Dicklesworthstone/cass_memory_system,https://github.com/Dicklesworthstone/cass_memory_system,https://github.com/Dicklesworthstone/cass_memory_system.git,12461460385f55ab7c0528409fd0f49c75e40393,ok,INSTRUCTION_ONLY,415,NOASSERTION,TypeScript,OpenCode,1,9034,9034,0,0,0,0,0,12.05
Dicklesworthstone/frankenredis,https://github.com/Dicklesworthstone/frankenredis,https://github.com/Dicklesworthstone/frankenredis.git,c5153c727e6eccf8d35d7986eacbf6bcd68db451,ok,INSTRUCTION_ONLY,21,NOASSERTION,Rust,OpenCode,1,8997,8997,0,0,0,0,0,64.91
Dicklesworthstone/pi_agent_rust,https://github.com/Dicklesworthstone/pi_agent_rust,https://github.com/Dicklesworthstone/pi_agent_rust.git,2861aa83e87d136837085fdee4e4f9694ca4ed6f,ok,INSTRUCTION_ONLY,1617,NOASSERTION,Rust,Claude Code|OpenCode,42,37036,31367,32,32,0,0,0,43.7
digipulse-engineering/GAAI-framework,https://github.com/digipulse-engineering/GAAI-framework,https://github.com/digipulse-engineering/GAAI-framework.git,5dbea245cb365d8e728170d2547ed5fa12bc828d,ok,INSTRUCTION_ONLY,158,NOASSERTION,Shell,,0,0,0,1,1,0,0,0,11.27
DmiyDing/clarify-first,https://github.com/DmiyDing/clarify-first,https://github.com/DmiyDing/clarify-first.git,6c3ea5ca1412f0a8294f35fff453adbd549fb1fb,ok,INSTRUCTION_ONLY,5,Apache-2.0,Python,Cursor,1,1008,0,0,0,0,0,0,1.85
dmmop/opencode-tps,https://github.com/dmmop/opencode-tps,https://github.com/dmmop/opencode-tps.git,4d10c6b344d750b84fc9d5f33ec851ceb9337def,ok,INSTRUCTION_ONLY,1,MIT,TypeScript,,0,0,0,0,0,0,0,0,1.92
DonPlaton/nevertwice,https://github.com/DonPlaton/nevertwice,https://github.com/DonPlaton/nevertwice.git,e82b9403f1c20e765e660ab83ebc8c4f194d859d,ok,INSTRUCTION_ONLY,1,MIT,Python,,1,724,0,1,1,0,0,0,11.76
doublegate/RustyNES,https://github.com/doublegate/RustyNES,https://github.com/doublegate/RustyNES.git,276878f53270d118669e2c0cbc896993fb8e940b,ok,INSTRUCTION_ONLY,5,GPL-3.0,Rust,Claude Code|Gemini CLI|OpenCode,2,24638,24638,1,1,0,0,0,23.75
DREAM-XIN/ai-sdlc,https://github.com/DREAM-XIN/ai-sdlc,https://github.com/DREAM-XIN/ai-sdlc.git,9be6d949a13ed0ceb984f6adbc588bb3973c4932,ok,INSTRUCTION_ONLY,0,Apache-2.0,Python,,0,0,0,22,22,0,0,0,34.07
duburcqa/diff-desk,https://github.com/duburcqa/diff-desk,https://github.com/duburcqa/diff-desk.git,9e8ad3318cc977c5d78efc4d7ca46f988745aedd,ok,INSTRUCTION_ONLY,2,,Python,,0,0,0,0,0,0,0,0,10.64
DuckCode-js/moneyp-lab,https://github.com/DuckCode-js/moneyp-lab,https://github.com/DuckCode-js/moneyp-lab.git,ae82f866ed5e6515d47c74517a8cead6016a21e0,ok,INSTRUCTION_ONLY,0,MIT,Python,,0,0,0,0,0,0,0,0,10.71
echoVic/spec-flow,https://github.com/echoVic/spec-flow,https://github.com/echoVic/spec-flow.git,3ae2516ec9216fd42ef6b83176c128f0165981eb,ok,INSTRUCTION_ONLY,33,MIT,Shell,,1,1167,0,4,4,0,0,0,12.32
ed3c/runtime-env,https://github.com/ed3c/runtime-env,https://github.com/ed3c/runtime-env.git,c0790b9a8c81d7eb45ed45ac3d761c7fad5baa9b,ok,INSTRUCTION_ONLY,0,Apache-2.0,Python,Claude Code|OpenCode,2,4936,4936,0,0,0,0,0,12.13
edobreque/clens,https://github.com/edobreque/clens,https://github.com/edobreque/clens.git,0f017d65c425434d2dca9d43fbd60aa4d271f039,ok,INSTRUCTION_ONLY,2,MIT,TypeScript,,0,0,0,0,0,0,0,0,10.83
edriso/haram-guard,https://github.com/edriso/haram-guard,https://github.com/edriso/haram-guard.git,9293444748f67d6744c733b9d91892af7ba92f7d,ok,INSTRUCTION_ONLY,0,MIT,Python,OpenCode,2,2507,398,3,3,0,0,0,10.48
eduhsouza-pixel/opnsense-agent-skill,https://github.com/eduhsouza-pixel/opnsense-agent-skill,https://github.com/eduhsouza-pixel/opnsense-agent-skill.git,5ed9c763f14943aeadc93af9110fba38c359441d,ok,INSTRUCTION_ONLY,0,MIT,Python,Gemini CLI|OpenCode,3,3066,1283,3,2,1,0,0,11.92
egoJohan/nsight-reportgen,https://github.com/egoJohan/nsight-reportgen,https://github.com/egoJohan/nsight-reportgen.git,d56576f24a9738aab0ac2b2784ee730758fd6094,ok,INSTRUCTION_ONLY,0,,Python,,0,0,0,0,0,0,0,0,4.14
Ekaterinaacid284/memory-lancedb-pro-skill,https://github.com/Ekaterinaacid284/memory-lancedb-pro-skill,https://github.com/Ekaterinaacid284/memory-lancedb-pro-skill.git,95ffa0de9edd2a4843e428fd7644db8bd0466e2a,ok,INSTRUCTION_ONLY,0,,,,1,14348,0,7,7,0,0,0,11.95
eliuhads/stitch2elementor,https://github.com/eliuhads/stitch2elementor,https://github.com/eliuhads/stitch2elementor.git,745371193f5819ea3122fd6c42e4dd4125226d19,ok,INSTRUCTION_ONLY,2,MIT,JavaScript,,1,6114,0,8,5,3,0,0,18.35
elzinko/vectorz,https://github.com/elzinko/vectorz,https://github.com/elzinko/vectorz.git,c452bb7f734d0350bab6a28070b974a3e373cb60,ok,INSTRUCTION_ONLY,0,,TypeScript,,0,0,0,0,0,0,0,0,14.35
eragonlonelyboy-lab/horkos,https://github.com/eragonlonelyboy-lab/horkos,https://github.com/eragonlonelyboy-lab/horkos.git,d6e0e31fd67cd8d5f6f27d7233f03c69271ce575,ok,INSTRUCTION_ONLY,0,NOASSERTION,JavaScript,Claude Code,2,1645,653,2,2,0,0,0,11.16
Evidentiary-operatingmicroscope154/embodied-eval-automation,https://github.com/Evidentiary-operatingmicroscope154/embodied-eval-automation,https://github.com/Evidentiary-operatingmicroscope154/embodied-eval-automation.git,0ef4412601ef477fc5a97a220aa7c8ec2c0f74ca,ok,INSTRUCTION_ONLY,0,MIT,Python,,1,2857,0,2,2,0,0,0,11.92
Fandrarista0/opencode-llama-local-agent,https://github.com/Fandrarista0/opencode-llama-local-agent,https://github.com/Fandrarista0/opencode-llama-local-agent.git,21faeffd21a9f1c53548f0629b40e32a04d45d34,ok,INSTRUCTION_ONLY,1,,HTML,,0,0,0,0,0,0,0,0,10.71
farion1231/cc-switch,https://github.com/farion1231/cc-switch,https://github.com/farion1231/cc-switch.git,0b5da510168914b251481654a568c3ffacd62cf4,ok,INSTRUCTION_ONLY,128015,MIT,Rust,,0,0,0,1,1,0,0,0,19.6
fastagent-sh/fastagent,https://github.com/fastagent-sh/fastagent,https://github.com/fastagent-sh/fastagent.git,6af9d483c7c3e99dc88f3b07da494923e7b9ecee,ok,INSTRUCTION_ONLY,55,MIT,TypeScript,OpenCode,1,5200,5200,0,0,0,0,0,13.55
fernando-bertholdo/4-successful-AI-life,https://github.com/fernando-bertholdo/4-successful-AI-life,https://github.com/fernando-bertholdo/4-successful-AI-life.git,3f3da2f7b9dcc0328456706b1430387ea615ff41,ok,INSTRUCTION_ONLY,2,MIT,Shell,Claude Code,1,1419,1419,0,0,0,0,0,12.4
filipecalegario/awesome-vibe-coding,https://github.com/filipecalegario/awesome-vibe-coding,https://github.com/filipecalegario/awesome-vibe-coding.git,59d50281e40651d574ea0ead592a08019d74730d,ok,INSTRUCTION_ONLY,5130,CC0-1.0,,Claude Code,0,0,0,0,0,0,0,0,10.32
fluzzy/archive,https://github.com/fluzzy/archive,https://github.com/fluzzy/archive.git,f2c456b9842ffb333c3b90f6bb61232a4ea21ae6,ok,INSTRUCTION_ONLY,0,,,Claude Code,2,1883,454,4,3,1,0,0,12.1
flyocloud/nitro-next,https://github.com/flyocloud/nitro-next,https://github.com/flyocloud/nitro-next.git,96ed49f11471d9646ecacfe65586ec8dd7f2b8f2,ok,INSTRUCTION_ONLY,0,,TypeScript,,0,0,0,0,0,0,0,0,11.03
fmind/agent-supagents,https://github.com/fmind/agent-supagents,https://github.com/fmind/agent-supagents.git,a03e19a8522fe06d13e78037464cbd3ed0fb312c,ok,INSTRUCTION_ONLY,5,MIT,Python,OpenCode,2,2208,713,1,1,0,0,0,11.84
Frappucc1no/recall-loom,https://github.com/Frappucc1no/recall-loom,https://github.com/Frappucc1no/recall-loom.git,a103b6d2083ca472fdd369427059081ec5e3df82,ok,INSTRUCTION_ONLY,154,Apache-2.0,Python,,1,6269,0,7,5,2,0,0,21.82
fusengine/codex,https://github.com/fusengine/codex,https://github.com/fusengine/codex.git,1de3384f6161ea6aa237f7dec67e87d70f1d4fd3,ok,INSTRUCTION_ONLY,0,,TypeScript,OpenCode,1,4629,4629,0,0,0,0,0,14.9
FuzzyKala/cc-templates,https://github.com/FuzzyKala/cc-templates,https://github.com/FuzzyKala/cc-templates.git,264d9ac93177798478fba5d0d508616ec883f29b,ok,INSTRUCTION_ONLY,1,MIT,Shell,Claude Code|OpenCode,2,3503,3503,0,0,0,0,0,2.53
fvadicamo/dev-agent-skills,https://github.com/fvadicamo/dev-agent-skills,https://github.com/fvadicamo/dev-agent-skills.git,23114c993b1aad64662bb2476655081e96a6b5b4,ok,INSTRUCTION_ONLY,69,MIT,Shell,Claude Code,1,2650,2650,0,0,0,0,0,1.86
gbotev1/cc-autopilot,https://github.com/gbotev1/cc-autopilot,https://github.com/gbotev1/cc-autopilot.git,24e149f69066fc0ffdfc98a0bd79e883ab304ec4,ok,INSTRUCTION_ONLY,5,Apache-2.0,JavaScript,,1,2460,0,2,1,1,0,0,11.71
GeiserX/cc-agents-md,https://github.com/GeiserX/cc-agents-md,https://github.com/GeiserX/cc-agents-md.git,2c9af0931cacc70d93039a78ea906ed69c744886,ok,INSTRUCTION_ONLY,8,GPL-3.0,JavaScript,Claude Code,1,675,675,0,0,0,0,0,10.26
GeiserX/lynxprompt-vscode,https://github.com/GeiserX/lynxprompt-vscode,https://github.com/GeiserX/lynxprompt-vscode.git,ac0001ccdb2c92c41d7d1174b42e7b0871ff4a64,ok,INSTRUCTION_ONLY,2,GPL-3.0,TypeScript,Claude Code,1,866,866,0,0,0,0,0,12.11
getmaat/maat,https://github.com/getmaat/maat,https://github.com/getmaat/maat.git,6d6746127708213828b9e2bfae137e34e5ec8115,ok,INSTRUCTION_ONLY,4,Apache-2.0,Go,Claude Code|Cursor|Windsurf|Copilot|Gemini CLI|OpenCode,7,3317,2373,3,3,0,0,0,10.73
ghostsecurity/skills,https://github.com/ghostsecurity/skills,https://github.com/ghostsecurity/skills.git,3c1875a3286dbbebf890872875266b3eccd9e264,ok,INSTRUCTION_ONLY,398,Apache-2.0,Shell,,0,0,0,0,0,0,0,0,10.76
ginkida/agent-dispatch,https://github.com/ginkida/agent-dispatch,https://github.com/ginkida/agent-dispatch.git,b768c927bd7a9b50628a8c742745978c70669daa,ok,INSTRUCTION_ONLY,30,MIT,Python,OpenCode,1,3422,3422,0,0,0,0,0,9.65
giuliastro/harness-remote,https://github.com/giuliastro/harness-remote,https://github.com/giuliastro/harness-remote.git,5e756ba5c25b0ffab56dd44ee545c649b9077cce,ok,INSTRUCTION_ONLY,287,Apache-2.0,TypeScript,,0,0,0,0,0,0,0,0,11.27
gomzkov/agent-context-test,https://github.com/gomzkov/agent-context-test,https://github.com/gomzkov/agent-context-test.git,ba035861900abc0f251e7957440113290252ec24,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,Claude Code|OpenCode,2,82,82,0,0,0,0,0,10.88
googlarz/agents-sync,https://github.com/googlarz/agents-sync,https://github.com/googlarz/agents-sync.git,15db48d72ffb907c3d987397fc787e843250469a,ok,INSTRUCTION_ONLY,5,MIT,TypeScript,,2,999,757,0,0,0,0,0,10.6
gotalab/cc-sdd,https://github.com/gotalab/cc-sdd,https://github.com/gotalab/cc-sdd.git,29aee950f4addc36f9aeecb9881c46540e71ecc9,ok,INSTRUCTION_ONLY,3621,MIT,TypeScript,Claude Code|OpenCode,5,3488,3488,0,0,0,0,0,11.85
grinev/opencode-telegram-bot,https://github.com/grinev/opencode-telegram-bot,https://github.com/grinev/opencode-telegram-bot.git,3c604c44f84b4f8f30211dc253426c6c9186a177,ok,INSTRUCTION_ONLY,1050,MIT,TypeScript,Claude Code|OpenCode,2,2258,2258,0,0,0,0,0,13.93
gufan0000/repro-agent,https://github.com/gufan0000/repro-agent,https://github.com/gufan0000/repro-agent.git,66570743c81c8de4a81c537383564b58dc5ff9a4,ok,INSTRUCTION_ONLY,2,MIT,HTML,,0,0,0,0,0,0,0,0,11.69
handsomeZR-netizen/mathmodel-skill,https://github.com/handsomeZR-netizen/mathmodel-skill,https://github.com/handsomeZR-netizen/mathmodel-skill.git,d3941e14d8693fb4a79948e59afff3098734127e,ok,INSTRUCTION_ONLY,215,MIT,Python,OpenCode,2,930,734,1,1,0,0,0,10.69
harshaneel/humanize,https://github.com/harshaneel/humanize,https://github.com/harshaneel/humanize.git,4ec797314537ec9c2105f276d4561d240a0390ba,ok,INSTRUCTION_ONLY,370,MIT,HTML,,0,0,0,0,0,0,0,0,10.56
hatawong/claude-recap,https://github.com/hatawong/claude-recap,https://github.com/hatawong/claude-recap.git,b4b7c01452a1907abe0d592cebc686ecbd59068a,ok,INSTRUCTION_ONLY,38,MIT,JavaScript,,4,2107,0,8,7,0,0,1,11.07
heliocosta-dev/revenue-centric-design,https://github.com/heliocosta-dev/revenue-centric-design,https://github.com/heliocosta-dev/revenue-centric-design.git,6fa20cb4f91fa97bce9197be3f78b168784eb772,ok,INSTRUCTION_ONLY,456,NOASSERTION,Python,,1,1487,0,3,3,0,0,0,16.07
henu-wang/tokrepo-search-skill,https://github.com/henu-wang/tokrepo-search-skill,https://github.com/henu-wang/tokrepo-search-skill.git,2335b96ea5c04439328e152846dc1944f27d232f,ok,INSTRUCTION_ONLY,5,MIT,,OpenCode,1,173,173,0,0,0,0,0,11.6
herdrdev/herdr,https://github.com/herdrdev/herdr,https://github.com/herdrdev/herdr.git,2d24950ad9a02096921bc764e2e3dcd8900c3366,ok,INSTRUCTION_ONLY,30213,Apache-2.0,Rust,Claude Code|OpenCode,3,8471,5936,4,4,0,0,0,14.2
Holiday-C/issue-fix-agent,https://github.com/Holiday-C/issue-fix-agent,https://github.com/Holiday-C/issue-fix-agent.git,a6cc97a6ac93c76a2251bf5e9da8f4cecd4fe523,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,OpenCode,1,1361,1361,0,0,0,0,0,11.19
horang-labs/tessera,https://github.com/horang-labs/tessera,https://github.com/horang-labs/tessera.git,e96647c1f978b332410b8f3a09bbef2f2447af80,ok,INSTRUCTION_ONLY,293,AGPL-3.0,TypeScript,,1,1398,0,2,2,0,0,0,5.39
HS-Jack-YZY/english-tutor-agent,https://github.com/HS-Jack-YZY/english-tutor-agent,https://github.com/HS-Jack-YZY/english-tutor-agent.git,9e03c0e742e72f28808c3f8f8892e0c8f13b8aa6,ok,INSTRUCTION_ONLY,7,MIT,,Claude Code|OpenCode,2,2152,2152,0,0,0,0,0,11.85
hzh-opc/desensitization-sop,https://github.com/hzh-opc/desensitization-sop,https://github.com/hzh-opc/desensitization-sop.git,4b607c8cb3b2c09ccdc0e57654284f166dbd09bc,ok,INSTRUCTION_ONLY,0,Apache-2.0,Python,,1,3260,0,6,3,3,0,0,2.73
ianshk/astro-skills,https://github.com/ianshk/astro-skills,https://github.com/ianshk/astro-skills.git,9e280ec68607bce998d54781c4b8dfbca24bfe59,ok,INSTRUCTION_ONLY,4,MIT,,,1,1229,0,3,2,1,0,0,10.69
ichangyou/awesome-codex,https://github.com/ichangyou/awesome-codex,https://github.com/ichangyou/awesome-codex.git,89056bdf5051a55a4429c3bbb117e532c67b3c86,ok,INSTRUCTION_ONLY,0,CC0-1.0,Shell,OpenCode,1,833,833,0,0,0,0,0,11.77
Imbad0202/academic-research-skills-codex,https://github.com/Imbad0202/academic-research-skills-codex,https://github.com/Imbad0202/academic-research-skills-codex.git,d5e66fb0d9e4a5bc44f26e9a619fa0e4455ba79c,ok,INSTRUCTION_ONLY,8797,NOASSERTION,Python,,1,7561,0,10,6,4,0,0,50.07
incline-ltd/agent-policy-map,https://github.com/incline-ltd/agent-policy-map,https://github.com/incline-ltd/agent-policy-map.git,b479b470c502a93034263fb833a4a891868a7d1d,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,OpenCode,11,703,703,0,0,0,0,0,1.97
inkeep/open-knowledge,https://github.com/inkeep/open-knowledge,https://github.com/inkeep/open-knowledge.git,3e2d03e1b614574f54eded0c92d00d11dedf3126,ok,INSTRUCTION_ONLY,3494,GPL-3.0,TypeScript,OpenCode,1,875,875,5,5,0,0,0,35.27
Insolvent-pyrene754/claude-code-server-side-swift-skills,https://github.com/Insolvent-pyrene754/claude-code-server-side-swift-skills,https://github.com/Insolvent-pyrene754/claude-code-server-side-swift-skills.git,d98e7d59b23f3d96d70cfe88af1442a974b2ec8f,ok,INSTRUCTION_ONLY,0,MIT,,,2,3821,0,7,6,0,0,1,12.26
instavm/open-skills,https://github.com/instavm/open-skills,https://github.com/instavm/open-skills.git,6480335953c341fa4ce709e67f67b6e66a06ed50,ok,INSTRUCTION_ONLY,447,Apache-2.0,Python,,2,1135,0,7,6,0,0,1,12.49
iosrxwy/skillint,https://github.com/iosrxwy/skillint,https://github.com/iosrxwy/skillint.git,96344a6a004f2a13adbdccb676c6a51b3dd3c01f,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,,1,903,0,2,2,0,0,0,9.91
iXanadu/engram,https://github.com/iXanadu/engram,https://github.com/iXanadu/engram.git,39224b19a151681561a165f8a255ef20e3c08137,ok,INSTRUCTION_ONLY,2,MIT,Python,Claude Code|OpenCode,3,4522,1766,6,4,1,0,1,11.24
jafini/learn-claude-code,https://github.com/jafini/learn-claude-code,https://github.com/jafini/learn-claude-code.git,6cf152f6bbf1d7616f4e76a31f1c517e9998e57d,ok,INSTRUCTION_ONLY,1,MIT,TypeScript,,4,4118,0,9,7,1,0,1,11.66
jakemor/kanna,https://github.com/jakemor/kanna,https://github.com/jakemor/kanna.git,7b2c3789cb32adf5b9a42d2732dc18e68308b56d,ok,INSTRUCTION_ONLY,662,NOASSERTION,TypeScript,Claude Code|Codex CLI,3,3184,899,9,8,0,0,1,2.47
janrummel/readable-repo-standard,https://github.com/janrummel/readable-repo-standard,https://github.com/janrummel/readable-repo-standard.git,621b16624e6b96387b00ca6d7cb97f80bcd18e87,ok,INSTRUCTION_ONLY,0,MIT,HTML,OpenCode,1,94,94,0,0,0,0,0,10.88
jckproduct-ai/jd-search,https://github.com/jckproduct-ai/jd-search,https://github.com/jckproduct-ai/jd-search.git,3ee4f9913122def385d480c636ff5dd8da64a7f8,ok,INSTRUCTION_ONLY,1,AGPL-3.0,JavaScript,,1,5066,0,3,2,1,0,0,25.31
jeltehomminga/figma-design-skills,https://github.com/jeltehomminga/figma-design-skills,https://github.com/jeltehomminga/figma-design-skills.git,e81d3a9c3fb19b02ed2f6e9ef70db0d79dca3644,ok,INSTRUCTION_ONLY,3,MIT,JavaScript,OpenCode,3,6097,816,6,4,1,0,1,11.0
jerzjerz/musiclicense,https://github.com/jerzjerz/musiclicense,https://github.com/jerzjerz/musiclicense.git,8b16ff1ab92436a17cc2a0b31ad70e639a4df44b,ok,INSTRUCTION_ONLY,0,,Python,Claude Code,5,7898,1133,11,7,3,0,1,11.45
jherrodthomas/automotive-skills-suite,https://github.com/jherrodthomas/automotive-skills-suite,https://github.com/jherrodthomas/automotive-skills-suite.git,5fa7109532abec3a4597553cf7464808d57ef0f8,ok,INSTRUCTION_ONLY,2427,MIT,Python,,0,0,0,142,142,0,0,0,41.31
jherrodthomas/robotics-skills-suite,https://github.com/jherrodthomas/robotics-skills-suite,https://github.com/jherrodthomas/robotics-skills-suite.git,8ba17893071927caeb472ff0d21f16af65aef9b8,ok,INSTRUCTION_ONLY,238,MIT,,,0,0,0,76,76,0,0,0,16.13
jillesme/pi-herdr-squad,https://github.com/jillesme/pi-herdr-squad,https://github.com/jillesme/pi-herdr-squad.git,e2bad6c2ecabdfd568287f8c0a864511e2c91f12,ok,INSTRUCTION_ONLY,26,MIT,TypeScript,,0,0,0,0,0,0,0,0,11.64
jiweiyeah/Skills-Manager,https://github.com/jiweiyeah/Skills-Manager,https://github.com/jiweiyeah/Skills-Manager.git,1aa852369f565aadc38a8ee292f4556ccc24b273,ok,INSTRUCTION_ONLY,942,MIT,TypeScript,,0,0,0,0,0,0,0,0,11.54
Johell1NS/browser-search,https://github.com/Johell1NS/browser-search,https://github.com/Johell1NS/browser-search.git,8d26a7ec36b9b66dbbac9c06c8b34902ed70ff53,ok,INSTRUCTION_ONLY,487,MIT,JavaScript,,1,2366,0,5,5,0,0,0,13.39
JosephHampton/awesome-gemini-cli-subagents,https://github.com/JosephHampton/awesome-gemini-cli-subagents,https://github.com/JosephHampton/awesome-gemini-cli-subagents.git,a56ec7979acfbea726d05d048e27916eb46257e5,ok,INSTRUCTION_ONLY,47,NOASSERTION,Shell,Gemini CLI,1,266,266,0,0,0,0,0,10.18
joshualeestone/kosmos,https://github.com/joshualeestone/kosmos,https://github.com/joshualeestone/kosmos.git,e4dde88c496303c888c5f568ea59d4c517ae0221,ok,INSTRUCTION_ONLY,0,MIT,JavaScript,Claude Code,0,0,0,16,16,0,0,0,28.1
